	GCA_002918395	GCF_000409485	GCF_001500285	GSE85906_GcC1	GSE85906_OnM2	bgh_dh14_v4	bgt_96224_GCA_000418435	botrytis_cinerea_b05_GCF_000143535	erysiphe_necator_GCA_000798715	marssonina_brunnea_fsp_MBm1_GCF_000298775	oidiodendron_maius_GCA_000827325	phialocephala_subalpina_GCA_900073065	pseudogymnoascus_destructans_20631_GCF_000184105	res	rhynchosporium_commune_GCA_900074885	sclerotinia_sclerotium_1980_GCF_000146945
OG0035701																XP_001590380.1
OG0035702																XP_001590385.1
OG0035703																XP_001590386.1
OG0035704																XP_001590387.1
OG0035705																XP_001590389.1
OG0035706																XP_001590390.1
OG0035707																XP_001590391.1
OG0035708																XP_001590398.1
OG0035709																XP_001590403.1
OG0035710																XP_001590408.1
OG0035711																XP_001590411.1
OG0035712																XP_001590413.1
OG0035713																XP_001590414.1
OG0035714																XP_001590415.1
OG0035715																XP_001590418.1
OG0035716																XP_001590419.1
OG0035717																XP_001590420.1
OG0035718																XP_001590421.1
OG0035719																XP_001590422.1
OG0035720																XP_001590424.1
OG0035721																XP_001590428.1
OG0035722																XP_001590429.1
OG0035723																XP_001590438.1
OG0035724																XP_001590439.1
OG0035725																XP_001590444.1
OG0035726																XP_001590450.1_SS1G_08190
OG0035727																XP_001590454.1
OG0035728																XP_001590458.1
OG0035729																XP_001590459.1
OG0035730																XP_001590466.1
OG0035731																XP_001590471.1
OG0035732																XP_001590472.1
OG0035733																XP_001590474.1
OG0035734																XP_001590485.1
OG0035735																XP_001590486.1
OG0035736																XP_001590490.1
OG0035737																XP_001590491.1
OG0035738																XP_001590492.1
OG0035739																XP_001590496.1
OG0035740																XP_001590497.1_SS1G_08237
OG0035741																XP_001590499.1
OG0035742																XP_001590500.1
OG0035743																XP_001590502.1
OG0035744																XP_001590509.1
OG0035745																XP_001590514.1
OG0035746																XP_001590516.1
OG0035747																XP_001590521.1
OG0035748																XP_001590522.1
OG0035749																XP_001590524.1
OG0035750																XP_001590527.1
OG0035751																XP_001590528.1
OG0035752																XP_001590538.1_SS1G_08278
OG0035753																XP_001590539.1
OG0035754																XP_001590541.1
OG0035755																XP_001590546.1
OG0035756																XP_001590551.1
OG0035757																XP_001590553.1
OG0035758																XP_001590554.1
OG0035759																XP_001590560.1
OG0035760																XP_001590563.1
OG0035761																XP_001590564.1
OG0035762																XP_001590565.1
OG0035763																XP_001590566.1
OG0035764																XP_001590567.1
OG0035765																XP_001590569.1
OG0035766																XP_001590573.1
OG0035767																XP_001590577.1
OG0035768																XP_001590578.1
OG0035769																XP_001590580.1
OG0035770																XP_001590581.1
OG0035771																XP_001590589.1
OG0035772																XP_001590593.1
OG0035773																XP_001590598.1
OG0035774																XP_001590600.1
OG0035775																XP_001590602.1
OG0035776																XP_001590605.1
OG0035777																XP_001590609.1
OG0035778																XP_001590612.1_SS1G_08352
OG0035779																XP_001590616.1
OG0035780																XP_001590617.1
OG0035781																XP_001590618.1
OG0035782																XP_001590620.1
OG0035783																XP_001590622.1
OG0035784																XP_001590623.1
OG0035785																XP_001590632.1
OG0035786																XP_001590639.1
OG0035787																XP_001590644.1
OG0035788																XP_001590656.1
OG0035789																XP_001590659.1
OG0035790																XP_001590662.1
OG0035791																XP_001590664.1
OG0035792																XP_001590665.1
OG0035793																XP_001590670.1
OG0035794																XP_001590673.1
OG0035795																XP_001590674.1
OG0035796																XP_001590675.1
OG0035797																XP_001590677.1
OG0035798																XP_001590684.1
OG0035799																XP_001590686.1
OG0035800																XP_001590687.1
OG0035801																XP_001590694.1
OG0035802																XP_001590697.1_SS1G_08437
OG0035803																XP_001590704.1
OG0035804																XP_001590706.1
OG0035805																XP_001590707.1
OG0035806																XP_001590711.1
OG0035807																XP_001590712.1
OG0035808																XP_001590713.1
OG0035809																XP_001590721.1
OG0035810																XP_001590722.1
OG0035811																XP_001590728.1
OG0035812																XP_001590732.1_SS1G_08472
OG0035813																XP_001590733.1
OG0035814																XP_001590742.1
OG0035815																XP_001590743.1
OG0035816																XP_001590761.1
OG0035817																XP_001590763.1
OG0035818																XP_001590781.1
OG0035819																XP_001590782.1
OG0035820																XP_001590787.1
OG0035821																XP_001590790.1
OG0035822																XP_001590792.1
OG0035823																XP_001590796.1
OG0035824																XP_001590797.1
OG0035825																XP_001590798.1
OG0035826																XP_001590806.1_SS1G_08546
OG0035827																XP_001590810.1_SS1G_08550
OG0035828																XP_001590815.1
OG0035829																XP_001590819.1
OG0035830																XP_001590827.1
OG0035831																XP_001590832.1
OG0035832																XP_001590837.1
OG0035833																XP_001590844.1
OG0035834																XP_001590848.1
OG0035835																XP_001590850.1
OG0035836																XP_001590851.1
OG0035837																XP_001590852.1
OG0035838																XP_001590853.1
OG0035839																XP_001590854.1
OG0035840																XP_001590857.1_SS1G_08597
OG0035841																XP_001590858.1_SS1G_08598
OG0035842																XP_001590861.1
OG0035843																XP_001590863.1
OG0035844																XP_001590872.1
OG0035845																XP_001590881.1_SS1G_08622
OG0035846																XP_001590883.1_SS1G_08624
OG0035847																XP_001590888.1
OG0035848																XP_001590894.1
OG0035849																XP_001590902.1
OG0035850																XP_001590909.1_SS1G_08650
OG0035851																XP_001590916.1
OG0035852																XP_001590917.1
OG0035853																XP_001590919.1
OG0035854																XP_001590923.1_SS1G_07547
OG0035855																XP_001590929.1
OG0035856																XP_001590950.1
OG0035857																XP_001590952.1
OG0035858																XP_001590959.1
OG0035859																XP_001590965.1
OG0035860																XP_001590974.1
OG0035861																XP_001590983.1
OG0035862																XP_001590985.1
OG0035863																XP_001590993.1
OG0035864																XP_001590996.1
OG0035865																XP_001590997.1
OG0035866																XP_001590998.1
OG0035867																XP_001591003.1
OG0035868																XP_001591004.1
OG0035869																XP_001591007.1
OG0035870																XP_001591008.1
OG0035871																XP_001591009.1
OG0035872																XP_001591024.1
OG0035873																XP_001591026.1
OG0035874																XP_001591027.1
OG0035875																XP_001591037.1
OG0035876																XP_001591039.1
OG0035877																XP_001591043.1
OG0035878																XP_001591046.1
OG0035879																XP_001591050.1_SS1G_07675
OG0035880																XP_001591053.1
OG0035881																XP_001591054.1
OG0035882																XP_001591057.1
OG0035883																XP_001591058.1
OG0035884																XP_001591059.1
OG0035885																XP_001591060.1
OG0035886																XP_001591061.1
OG0035887																XP_001591062.1
OG0035888																XP_001591063.1
OG0035889																XP_001591065.1
OG0035890																XP_001591070.1_SS1G_07695
OG0035891																XP_001591071.1
OG0035892																XP_001591076.1
OG0035893																XP_001591082.1
OG0035894																XP_001591097.1
OG0035895																XP_001591107.1
OG0035896																XP_001591109.1
OG0035897																XP_001591110.1_SS1G_07735
OG0035898																XP_001591112.1
OG0035899																XP_001591113.1
OG0035900																XP_001591122.1_SS1G_07747
OG0035901																XP_001591127.1
OG0035902																XP_001591132.1
OG0035903																XP_001591135.1_SS1G_07760
OG0035904																XP_001591140.1
OG0035905																XP_001591144.1
OG0035906																XP_001591154.1
OG0035907																XP_001591172.1
OG0035908																XP_001591178.1_SS1G_07803
OG0035909																XP_001591179.1_SS1G_07804
OG0035910																XP_001591180.1
OG0035911																XP_001591181.1
OG0035912																XP_001591182.1
OG0035913																XP_001591183.1
OG0035914																XP_001591184.1_SS1G_07809
OG0035915																XP_001591188.1
OG0035916																XP_001591192.1
OG0035917																XP_001591194.1
OG0035918																XP_001591195.1
OG0035919																XP_001591209.1
OG0035920																XP_001591212.1
OG0035921																XP_001591213.1
OG0035922																XP_001591214.1
OG0035923																XP_001591216.1
OG0035924																XP_001591217.1
OG0035925																XP_001591229.1
OG0035926																XP_001591230.1
OG0035927																XP_001591243.1
OG0035928																XP_001591249.1
OG0035929																XP_001591253.1
OG0035930																XP_001591254.1
OG0035931																XP_001591258.1
OG0035932																XP_001591261.1_SS1G_07887
OG0035933																XP_001591262.1
OG0035934																XP_001591264.1
OG0035935																XP_001591265.1
OG0035936																XP_001591269.1
OG0035937																XP_001591276.1
OG0035938																XP_001591277.1
OG0035939																XP_001591279.1
OG0035940																XP_001591280.1
OG0035941																XP_001591282.1
OG0035942																XP_001591285.1
OG0035943																XP_001591286.1_SS1G_07912
OG0035944																XP_001591290.1_SS1G_07916
OG0035945																XP_001591303.1
OG0035946																XP_001591304.1
OG0035947																XP_001591306.1_SS1G_07932
OG0035948																XP_001591307.1
OG0035949																XP_001591308.1
OG0035950																XP_001591310.1
OG0035951																XP_001591313.1
OG0035952																XP_001591317.1
OG0035953																XP_001591320.1
OG0035954																XP_001591322.1
OG0035955																XP_001591324.1
OG0035956																XP_001591326.1
OG0035957																XP_001591327.1
OG0035958																XP_001591331.1
OG0035959																XP_001591334.1
OG0035960																XP_001591335.1
OG0035961																XP_001591341.1
OG0035962																XP_001591357.1
OG0035963																XP_001591359.1
OG0035964																XP_001591360.1
OG0035965																XP_001591365.1
OG0035966																XP_001591366.1
OG0035967																XP_001591367.1
OG0035968																XP_001591369.1
OG0035969																XP_001591370.1
OG0035970																XP_001591372.1
OG0035971																XP_001591374.1
OG0035972																XP_001591375.1
OG0035973																XP_001591377.1
OG0035974																XP_001591378.1
OG0035975																XP_001591379.1
OG0035976																XP_001591381.1
OG0035977																XP_001591383.1
OG0035978																XP_001591385.1
OG0035979																XP_001591387.1
OG0035980																XP_001591388.1
OG0035981																XP_001591389.1
OG0035982																XP_001591390.1
OG0035983																XP_001591391.1
OG0035984																XP_001591392.1_SS1G_08018
OG0035985																XP_001591393.1
OG0035986																XP_001591394.1_SS1G_08020
OG0035987																XP_001591397.1
OG0035988																XP_001591398.1
OG0035989																XP_001591399.1
OG0035990																XP_001591401.1_SS1G_08027
OG0035991																XP_001591403.1
OG0035992																XP_001591406.1
OG0035993																XP_001591407.1
OG0035994																XP_001591409.1
OG0035995																XP_001591410.1
OG0035996																XP_001591411.1
OG0035997																XP_001591412.1
OG0035998																XP_001591413.1
OG0035999																XP_001591424.1
OG0036000																XP_001591425.1
OG0036001																XP_001591429.1
OG0036002																XP_001591431.1
OG0036003																XP_001591432.1
OG0036004																XP_001591434.1
OG0036005																XP_001591436.1
OG0036006																XP_001591438.1
OG0036007																XP_001591439.1_SS1G_08066
OG0036008																XP_001591442.1
OG0036009																XP_001591443.1
OG0036010																XP_001591455.1
OG0036011																XP_001591459.1
OG0036012																XP_001591460.1
OG0036013																XP_001591461.1
OG0036014																XP_001591463.1
OG0036015																XP_001591464.1
OG0036016																XP_001591468.1_SS1G_08095
OG0036017																XP_001591469.1
OG0036018																XP_001591474.1
OG0036019																XP_001591479.1
OG0036020																XP_001591480.1
OG0036021																XP_001591481.1
OG0036022																XP_001591482.1
OG0036023																XP_001591484.1
OG0036024																XP_001591485.1
OG0036025																XP_001591486.1
OG0036026																XP_001591488.1
OG0036027																XP_001591489.1
OG0036028																XP_001591491.1
OG0036029																XP_001591493.1
OG0036030																XP_001591495.1
OG0036031																XP_001591501.1
OG0036032																XP_001591505.1
OG0036033																XP_001591506.1
OG0036034																XP_001591511.1
OG0036035																XP_001591516.1
OG0036036																XP_001591517.1
OG0036037																XP_001591519.1
OG0036038																XP_001591530.1
OG0036039																XP_001591532.1_SS1G_06978
OG0036040																XP_001591534.1
OG0036041																XP_001591536.1
OG0036042																XP_001591543.1
OG0036043																XP_001591544.1
OG0036044																XP_001591548.1
OG0036045																XP_001591549.1
OG0036046																XP_001591558.1
OG0036047																XP_001591559.1
OG0036048																XP_001591560.1
OG0036049																XP_001591561.1
OG0036050																XP_001591572.1
OG0036051																XP_001591574.1
OG0036052																XP_001591580.1
OG0036053																XP_001591583.1
OG0036054																XP_001591584.1
OG0036055																XP_001591586.1
OG0036056																XP_001591588.1
OG0036057																XP_001591589.1
OG0036058																XP_001591590.1
OG0036059																XP_001591591.1
OG0036060																XP_001591592.1
OG0036061																XP_001591599.1
OG0036062																XP_001591600.1
OG0036063																XP_001591606.1
OG0036064																XP_001591610.1_SS1G_07056
OG0036065																XP_001591611.1
OG0036066																XP_001591616.1
OG0036067																XP_001591617.1
OG0036068																XP_001591618.1
OG0036069																XP_001591621.1
OG0036070																XP_001591622.1
OG0036071																XP_001591623.1
OG0036072																XP_001591624.1
OG0036073																XP_001591625.1
OG0036074																XP_001591630.1
OG0036075																XP_001591631.1
OG0036076																XP_001591634.1_SS1G_07080
OG0036077																XP_001591636.1
OG0036078																XP_001591640.1
OG0036079																XP_001591641.1
OG0036080																XP_001591642.1
OG0036081																XP_001591646.1
OG0036082																XP_001591648.1_SS1G_07094
OG0036083																XP_001591658.1
OG0036084																XP_001591659.1
OG0036085																XP_001591661.1
OG0036086																XP_001591662.1
OG0036087																XP_001591666.1
OG0036088																XP_001591667.1
OG0036089																XP_001591668.1
OG0036090																XP_001591669.1
OG0036091																XP_001591688.1
OG0036092																XP_001591691.1
OG0036093																XP_001591692.1
OG0036094																XP_001591693.1
OG0036095																XP_001591694.1
OG0036096																XP_001591695.1
OG0036097																XP_001591699.1
OG0036098																XP_001591703.1
OG0036099																XP_001591706.1
OG0036100																XP_001591707.1
OG0036101																XP_001591709.1
OG0036102																XP_001591711.1
OG0036103																XP_001591713.1
OG0036104																XP_001591714.1
OG0036105																XP_001591715.1
OG0036106																XP_001591717.1
OG0036107																XP_001591730.1_SS1G_07176
OG0036108																XP_001591733.1
OG0036109																XP_001591736.1
OG0036110																XP_001591746.1
OG0036111																XP_001591747.1
OG0036112																XP_001591748.1
OG0036113																XP_001591751.1
OG0036114																XP_001591758.1
OG0036115																XP_001591762.1
OG0036116																XP_001591763.1_SS1G_07209
OG0036117																XP_001591765.1
OG0036118																XP_001591767.1
OG0036119																XP_001591768.1
OG0036120																XP_001591769.1
OG0036121																XP_001591775.1
OG0036122																XP_001591777.1
OG0036123																XP_001591781.1_SS1G_07227
OG0036124																XP_001591784.1
OG0036125																XP_001591787.1
OG0036126																XP_001591790.1
OG0036127																XP_001591791.1
OG0036128																XP_001591802.1
OG0036129																XP_001591803.1
OG0036130																XP_001591804.1
OG0036131																XP_001591807.1
OG0036132																XP_001591808.1
OG0036133																XP_001591809.1
OG0036134																XP_001591818.1
OG0036135																XP_001591825.1
OG0036136																XP_001591828.1
OG0036137																XP_001591831.1
OG0036138																XP_001591833.1
OG0036139																XP_001591835.1
OG0036140																XP_001591844.1
OG0036141																XP_001591850.1
OG0036142																XP_001591851.1
OG0036143																XP_001591852.1
OG0036144																XP_001591853.1
OG0036145																XP_001591865.1
OG0036146																XP_001591868.1
OG0036147																XP_001591869.1
OG0036148																XP_001591878.1_SS1G_07324
OG0036149																XP_001591880.1
OG0036150																XP_001591885.1_SS1G_07331
OG0036151																XP_001591886.1
OG0036152																XP_001591887.1
OG0036153																XP_001591890.1
OG0036154																XP_001591891.1
OG0036155																XP_001591892.1
OG0036156																XP_001591904.1
OG0036157																XP_001591907.1
OG0036158																XP_001591908.1
OG0036159																XP_001591919.1
OG0036160																XP_001591921.1
OG0036161																XP_001591922.1
OG0036162																XP_001591923.1
OG0036163																XP_001591929.1
OG0036164																XP_001591931.1
OG0036165																XP_001591932.1
OG0036166																XP_001591936.1
OG0036167																XP_001591942.1
OG0036168																XP_001591949.1
OG0036169																XP_001591950.1
OG0036170																XP_001591951.1
OG0036171																XP_001591961.1_SS1G_07408
OG0036172																XP_001591968.1
OG0036173																XP_001591972.1
OG0036174																XP_001591973.1
OG0036175																XP_001591974.1
OG0036176																XP_001591975.1
OG0036177																XP_001591976.1
OG0036178																XP_001591977.1
OG0036179																XP_001591980.1
OG0036180																XP_001591981.1
OG0036181																XP_001591984.1
OG0036182																XP_001591985.1
OG0036183																XP_001591989.1
OG0036184																XP_001591991.1
OG0036185																XP_001591993.1
OG0036186																XP_001591995.1
OG0036187																XP_001591997.1
OG0036188																XP_001591998.1_SS1G_07445
OG0036189																XP_001592001.1
OG0036190																XP_001592003.1
OG0036191																XP_001592007.1
OG0036192																XP_001592008.1
OG0036193																XP_001592010.1
OG0036194																XP_001592012.1
OG0036195																XP_001592021.1
OG0036196																XP_001592025.1
OG0036197																XP_001592026.1
OG0036198																XP_001592029.1
OG0036199																XP_001592037.1
OG0036200																XP_001592038.1
OG0036201																XP_001592039.1
OG0036202																XP_001592040.1
OG0036203																XP_001592041.1
OG0036204																XP_001592042.1
OG0036205																XP_001592043.1
OG0036206																XP_001592053.1
OG0036207																XP_001592064.1
OG0036208																XP_001592065.1
OG0036209																XP_001592066.1_SS1G_07514
OG0036210																XP_001592070.1
OG0036211																XP_001592072.1
OG0036212																XP_001592073.1
OG0036213																XP_001592080.1
OG0036214																XP_001592081.1
OG0036215																XP_001592082.1
OG0036216																XP_001592086.1_SS1G_06325
OG0036217																XP_001592091.1
OG0036218																XP_001592099.1
OG0036219																XP_001592101.1
OG0036220																XP_001592107.1
OG0036221																XP_001592113.1
OG0036222																XP_001592114.1
OG0036223																XP_001592117.1
OG0036224																XP_001592118.1
OG0036225																XP_001592119.1
OG0036226																XP_001592123.1
OG0036227																XP_001592125.1
OG0036228																XP_001592127.1
OG0036229																XP_001592128.1
OG0036230																XP_001592130.1
OG0036231																XP_001592132.1
OG0036232																XP_001592133.1
OG0036233																XP_001592134.1
OG0036234																XP_001592135.1
OG0036235																XP_001592137.1
OG0036236																XP_001592138.1
OG0036237																XP_001592139.1
OG0036238																XP_001592140.1
OG0036239																XP_001592141.1
OG0036240																XP_001592142.1
OG0036241																XP_001592144.1
OG0036242																XP_001592145.1
OG0036243																XP_001592146.1
OG0036244																XP_001592147.1
OG0036245																XP_001592148.1
OG0036246																XP_001592151.1
OG0036247																XP_001592156.1
OG0036248																XP_001592157.1
OG0036249																XP_001592164.1
OG0036250																XP_001592165.1
OG0036251																XP_001592166.1
OG0036252																XP_001592174.1
OG0036253																XP_001592175.1
OG0036254																XP_001592177.1
OG0036255																XP_001592178.1
OG0036256																XP_001592184.1
OG0036257																XP_001592188.1
OG0036258																XP_001592189.1
OG0036259																XP_001592190.1
OG0036260																XP_001592193.1
OG0036261																XP_001592203.1
OG0036262																XP_001592204.1
OG0036263																XP_001592207.1
OG0036264																XP_001592211.1
OG0036265																XP_001592213.1
OG0036266																XP_001592219.1
OG0036267																XP_001592223.1
OG0036268																XP_001592226.1
OG0036269																XP_001592228.1
OG0036270																XP_001592231.1
OG0036271																XP_001592238.1
OG0036272																XP_001592239.1_SS1G_06479
OG0036273																XP_001592241.1
OG0036274																XP_001592242.1
OG0036275																XP_001592244.1
OG0036276																XP_001592246.1
OG0036277																XP_001592254.1
OG0036278																XP_001592255.1
OG0036279																XP_001592258.1
OG0036280																XP_001592259.1
OG0036281																XP_001592263.1
OG0036282																XP_001592264.1
OG0036283																XP_001592268.1
OG0036284																XP_001592269.1
OG0036285																XP_001592271.1_SS1G_06511
OG0036286																XP_001592275.1
OG0036287																XP_001592278.1_SS1G_06518
OG0036288																XP_001592280.1_SS1G_06520
OG0036289																XP_001592283.1
OG0036290																XP_001592284.1
OG0036291																XP_001592286.1_SS1G_06526
OG0036292																XP_001592291.1
OG0036293																XP_001592295.1_SS1G_06535
OG0036294																XP_001592297.1
OG0036295																XP_001592298.1
OG0036296																XP_001592299.1
OG0036297																XP_001592300.1
OG0036298																XP_001592301.1
OG0036299																XP_001592303.1
OG0036300																XP_001592304.1
OG0036301																XP_001592305.1
OG0036302																XP_001592313.1_SS1G_06553
OG0036303																XP_001592319.1
OG0036304																XP_001592323.1
OG0036305																XP_001592324.1
OG0036306																XP_001592332.1
OG0036307																XP_001592333.1
OG0036308																XP_001592336.1
OG0036309																XP_001592338.1
OG0036310																XP_001592339.1
OG0036311																XP_001592341.1
OG0036312																XP_001592345.1
OG0036313																XP_001592346.1
OG0036314																XP_001592347.1
OG0036315																XP_001592348.1
OG0036316																XP_001592351.1
OG0036317																XP_001592353.1
OG0036318																XP_001592358.1
OG0036319																XP_001592359.1
OG0036320																XP_001592361.1
OG0036321																XP_001592362.1
OG0036322																XP_001592367.1
OG0036323																XP_001592373.1_SS1G_06614
OG0036324																XP_001592378.1
OG0036325																XP_001592385.1
OG0036326																XP_001592386.1
OG0036327																XP_001592390.1
OG0036328																XP_001592392.1
OG0036329																XP_001592395.1
OG0036330																XP_001592398.1
OG0036331																XP_001592400.1
OG0036332																XP_001592401.1
OG0036333																XP_001592403.1
OG0036334																XP_001592405.1
OG0036335																XP_001592406.1
OG0036336																XP_001592410.1
OG0036337																XP_001592414.1
OG0036338																XP_001592428.1
OG0036339																XP_001592429.1
OG0036340																XP_001592430.1
OG0036341																XP_001592434.1
OG0036342																XP_001592440.1
OG0036343																XP_001592441.1
OG0036344																XP_001592445.1
OG0036345																XP_001592456.1
OG0036346																XP_001592458.1
OG0036347																XP_001592461.1
OG0036348																XP_001592463.1
OG0036349																XP_001592464.1
OG0036350																XP_001592465.1
OG0036351																XP_001592466.1
OG0036352																XP_001592473.1
OG0036353																XP_001592477.1
OG0036354																XP_001592480.1
OG0036355																XP_001592482.1
OG0036356																XP_001592487.1_SS1G_06728
OG0036357																XP_001592494.1
OG0036358																XP_001592495.1
OG0036359																XP_001592514.1
OG0036360																XP_001592519.1
OG0036361																XP_001592520.1
OG0036362																XP_001592526.1
OG0036363																XP_001592528.1
OG0036364																XP_001592529.1
OG0036365																XP_001592530.1
OG0036366																XP_001592532.1
OG0036367																XP_001592539.1
OG0036368																XP_001592550.1
OG0036369																XP_001592552.1
OG0036370																XP_001592553.1
OG0036371																XP_001592557.1_SS1G_06798
OG0036372																XP_001592560.1
OG0036373																XP_001592561.1
OG0036374																XP_001592562.1
OG0036375																XP_001592570.1
OG0036376																XP_001592575.1
OG0036377																XP_001592580.1
OG0036378																XP_001592588.1
OG0036379																XP_001592591.1
OG0036380																XP_001592592.1
OG0036381																XP_001592601.1
OG0036382																XP_001592603.1
OG0036383																XP_001592604.1
OG0036384																XP_001592606.1
OG0036385																XP_001592607.1
OG0036386																XP_001592611.1_SS1G_06852
OG0036387																XP_001592615.1
OG0036388																XP_001592616.1
OG0036389																XP_001592617.1
OG0036390																XP_001592618.1
OG0036391																XP_001592619.1
OG0036392																XP_001592625.1
OG0036393																XP_001592627.1
OG0036394																XP_001592629.1
OG0036395																XP_001592631.1
OG0036396																XP_001592634.1
OG0036397																XP_001592636.1_SS1G_06877
OG0036398																XP_001592639.1
OG0036399																XP_001592646.1
OG0036400																XP_001592647.1
OG0036401																XP_001592648.1
OG0036402																XP_001592650.1
OG0036403																XP_001592651.1
OG0036404																XP_001592654.1
OG0036405																XP_001592657.1
OG0036406																XP_001592672.1
OG0036407																XP_001592677.1
OG0036408																XP_001592678.1
OG0036409																XP_001592681.1_SS1G_06922
OG0036410																XP_001592685.1
OG0036411																XP_001592687.1_SS1G_06928
OG0036412																XP_001592694.1
OG0036413																XP_001592696.1
OG0036414																XP_001592697.1
OG0036415																XP_001592699.1_SS1G_05619
OG0036416																XP_001592707.1
OG0036417																XP_001592712.1
OG0036418																XP_001592713.1_SS1G_05634
OG0036419																XP_001592714.1
OG0036420																XP_001592715.1
OG0036421																XP_001592717.1
OG0036422																XP_001592719.1
OG0036423																XP_001592725.1
OG0036424																XP_001592731.1
OG0036425																XP_001592737.1
OG0036426																XP_001592744.1
OG0036427																XP_001592749.1
OG0036428																XP_001592765.1
OG0036429																XP_001592772.1_SS1G_05693
OG0036430																XP_001592775.1
OG0036431																XP_001592782.1
OG0036432																XP_001592783.1
OG0036433																XP_001592784.1
OG0036434																XP_001592786.1
OG0036435																XP_001592787.1
OG0036436																XP_001592788.1
OG0036437																XP_001592789.1
OG0036438																XP_001592795.1
OG0036439																XP_001592798.1
OG0036440																XP_001592804.1
OG0036441																XP_001592811.1
OG0036442																XP_001592818.1
OG0036443																XP_001592819.1
OG0036444																XP_001592821.1_SS1G_05743
OG0036445																XP_001592828.1
OG0036446																XP_001592829.1
OG0036447																XP_001592830.1
OG0036448																XP_001592831.1
OG0036449																XP_001592839.1
OG0036450																XP_001592840.1
OG0036451																XP_001592841.1
OG0036452																XP_001592842.1
OG0036453																XP_001592844.1
OG0036454																XP_001592845.1
OG0036455																XP_001592846.1_SS1G_05768
OG0036456																XP_001592847.1
OG0036457																XP_001592851.1
OG0036458																XP_001592852.1
OG0036459																XP_001592858.1
OG0036460																XP_001592868.1
OG0036461																XP_001592869.1
OG0036462																XP_001592893.1
OG0036463																XP_001592907.1_SS1G_05829
OG0036464																XP_001592908.1
OG0036465																XP_001592909.1
OG0036466																XP_001592911.1
OG0036467																XP_001592915.1
OG0036468																XP_001592918.1
OG0036469																XP_001592922.1
OG0036470																XP_001592924.1
OG0036471																XP_001592925.1
OG0036472																XP_001592926.1
OG0036473																XP_001592927.1
OG0036474																XP_001592928.1
OG0036475																XP_001592935.1
OG0036476																XP_001592939.1
OG0036477																XP_001592941.1
OG0036478																XP_001592947.1
OG0036479																XP_001592948.1
OG0036480																XP_001592949.1
OG0036481																XP_001592951.1
OG0036482																XP_001592956.1
OG0036483																XP_001592957.1
OG0036484																XP_001592963.1
OG0036485																XP_001592964.1
OG0036486																XP_001592965.1
OG0036487																XP_001592966.1
OG0036488																XP_001592967.1
OG0036489																XP_001592968.1
OG0036490																XP_001592969.1
OG0036491																XP_001592970.1
OG0036492																XP_001592974.1
OG0036493																XP_001592987.1
OG0036494																XP_001592992.1
OG0036495																XP_001592994.1
OG0036496																XP_001593000.1
OG0036497																XP_001593001.1
OG0036498																XP_001593002.1
OG0036499																XP_001593007.1
OG0036500																XP_001593008.1
OG0036501																XP_001593016.1_SS1G_05938
OG0036502																XP_001593017.1
OG0036503																XP_001593019.1
OG0036504																XP_001593020.1
OG0036505																XP_001593021.1_SS1G_05943
OG0036506																XP_001593022.1_SS1G_05944
OG0036507																XP_001593025.1
OG0036508																XP_001593026.1
OG0036509																XP_001593028.1
OG0036510																XP_001593029.1
OG0036511																XP_001593032.1
OG0036512																XP_001593033.1
OG0036513																XP_001593035.1
OG0036514																XP_001593043.1
OG0036515																XP_001593044.1
OG0036516																XP_001593045.1
OG0036517																XP_001593046.1
OG0036518																XP_001593047.1
OG0036519																XP_001593048.1
OG0036520																XP_001593050.1_SS1G_05972
OG0036521																XP_001593051.1
OG0036522																XP_001593053.1
OG0036523																XP_001593054.1
OG0036524																XP_001593062.1
OG0036525																XP_001593066.1_SS1G_05988
OG0036526																XP_001593073.1_SS1G_05995
OG0036527																XP_001593078.1
OG0036528																XP_001593086.1
OG0036529																XP_001593089.1
OG0036530																XP_001593104.1
OG0036531																XP_001593108.1
OG0036532																XP_001593111.1
OG0036533																XP_001593114.1
OG0036534																XP_001593117.1
OG0036535																XP_001593120.1
OG0036536																XP_001593121.1
OG0036537																XP_001593125.1
OG0036538																XP_001593126.1
OG0036539																XP_001593130.1
OG0036540																XP_001593132.1_SS1G_06054
OG0036541																XP_001593139.1_SS1G_06061
OG0036542																XP_001593145.1
OG0036543																XP_001593147.1
OG0036544																XP_001593149.1
OG0036545																XP_001593154.1
OG0036546																XP_001593161.1
OG0036547																XP_001593162.1
OG0036548																XP_001593163.1
OG0036549																XP_001593164.1
OG0036550																XP_001593165.1
OG0036551																XP_001593167.1
OG0036552																XP_001593170.1
OG0036553																XP_001593175.1
OG0036554																XP_001593176.1
OG0036555																XP_001593177.1
OG0036556																XP_001593182.1
OG0036557																XP_001593187.1
OG0036558																XP_001593189.1
OG0036559																XP_001593193.1
OG0036560																XP_001593195.1_SS1G_06117
OG0036561																XP_001593198.1
OG0036562																XP_001593199.1
OG0036563																XP_001593203.1
OG0036564																XP_001593204.1
OG0036565																XP_001593205.1
OG0036566																XP_001593212.1
OG0036567																XP_001593214.1
OG0036568																XP_001593215.1
OG0036569																XP_001593230.1
OG0036570																XP_001593231.1
OG0036571																XP_001593233.1
OG0036572																XP_001593234.1
OG0036573																XP_001593237.1
OG0036574																XP_001593238.1
OG0036575																XP_001593240.1
OG0036576																XP_001593241.1_SS1G_06163
OG0036577																XP_001593245.1
