contig	window_start	window_end	window_size	total_bases_mapped	read_depth
NODE_80_length_172528_cov_29.580436	32000	33000	1000	211957	212
NODE_80_length_172528_cov_29.580436	33000	34000	1000	203464	203
NODE_80_length_172528_cov_29.580436	34000	35000	1000	216873	217
NODE_80_length_172528_cov_29.580436	35000	36000	1000	238093	238
NODE_80_length_172528_cov_29.580436	36000	37000	1000	215297	215
NODE_80_length_172528_cov_29.580436	37000	38000	1000	197335	197
NODE_80_length_172528_cov_29.580436	38000	39000	1000	197186	197
NODE_80_length_172528_cov_29.580436	39000	40000	1000	226745	227
NODE_80_length_172528_cov_29.580436	40000	41000	1000	218537	219
NODE_80_length_172528_cov_29.580436	41000	42000	1000	205908	206
NODE_80_length_172528_cov_29.580436	42000	43000	1000	236632	237
NODE_80_length_172528_cov_29.580436	43000	44000	1000	217727	218
NODE_80_length_172528_cov_29.580436	44000	45000	1000	209334	209
NODE_80_length_172528_cov_29.580436	45000	46000	1000	212621	213
NODE_80_length_172528_cov_29.580436	46000	47000	1000	208186	208
NODE_80_length_172528_cov_29.580436	47000	48000	1000	217176	217
NODE_80_length_172528_cov_29.580436	48000	49000	1000	206409	206
NODE_80_length_172528_cov_29.580436	49000	50000	1000	203785	204
NODE_80_length_172528_cov_29.580436	50000	51000	1000	222263	222
NODE_80_length_172528_cov_29.580436	51000	52000	1000	204762	205
NODE_80_length_172528_cov_29.580436	52000	53000	1000	214417	214
NODE_80_length_172528_cov_29.580436	53000	54000	1000	207040	207
NODE_80_length_172528_cov_29.580436	54000	55000	1000	215539	216
NODE_80_length_172528_cov_29.580436	55000	56000	1000	229948	230
NODE_80_length_172528_cov_29.580436	56000	57000	1000	210961	211
NODE_80_length_172528_cov_29.580436	57000	58000	1000	210516	211
NODE_80_length_172528_cov_29.580436	58000	59000	1000	270961	271
NODE_80_length_172528_cov_29.580436	59000	60000	1000	236515	237
NODE_80_length_172528_cov_29.580436	60000	61000	1000	212876	213
NODE_80_length_172528_cov_29.580436	61000	62000	1000	202338	202
NODE_80_length_172528_cov_29.580436	62000	63000	1000	214278	214
NODE_80_length_172528_cov_29.580436	63000	64000	1000	216762	217
NODE_80_length_172528_cov_29.580436	64000	65000	1000	202838	203
NODE_80_length_172528_cov_29.580436	65000	66000	1000	200184	200
NODE_80_length_172528_cov_29.580436	66000	67000	1000	228550	229
NODE_80_length_172528_cov_29.580436	67000	68000	1000	226653	227
NODE_80_length_172528_cov_29.580436	68000	69000	1000	226443	226
NODE_80_length_172528_cov_29.580436	69000	70000	1000	213801	214
NODE_80_length_172528_cov_29.580436	70000	71000	1000	225785	226
NODE_80_length_172528_cov_29.580436	71000	72000	1000	222690	223
NODE_80_length_172528_cov_29.580436	72000	73000	1000	207228	207
NODE_80_length_172528_cov_29.580436	73000	74000	1000	215991	216
NODE_80_length_172528_cov_29.580436	74000	75000	1000	203651	204
NODE_80_length_172528_cov_29.580436	75000	76000	1000	198900	199
NODE_80_length_172528_cov_29.580436	76000	77000	1000	200462	200
NODE_80_length_172528_cov_29.580436	77000	78000	1000	208104	208
NODE_80_length_172528_cov_29.580436	78000	79000	1000	203783	204
NODE_80_length_172528_cov_29.580436	79000	80000	1000	222957	223
NODE_80_length_172528_cov_29.580436	80000	81000	1000	209538	210
NODE_80_length_172528_cov_29.580436	81000	82000	1000	215058	215
NODE_80_length_172528_cov_29.580436	82000	83000	1000	213761	214
NODE_80_length_172528_cov_29.580436	83000	84000	1000	225183	225
NODE_80_length_172528_cov_29.580436	84000	85000	1000	235986	236
NODE_80_length_172528_cov_29.580436	85000	86000	1000	222062	222
NODE_80_length_172528_cov_29.580436	86000	87000	1000	225399	225
NODE_80_length_172528_cov_29.580436	87000	88000	1000	204247	204
NODE_80_length_172528_cov_29.580436	88000	89000	1000	199367	199
NODE_80_length_172528_cov_29.580436	89000	90000	1000	201483	201
NODE_80_length_172528_cov_29.580436	90000	91000	1000	227549	228
NODE_80_length_172528_cov_29.580436	91000	92000	1000	209453	209
NODE_80_length_172528_cov_29.580436	92000	93000	1000	213507	214
NODE_80_length_172528_cov_29.580436	93000	94000	1000	210063	210
NODE_80_length_172528_cov_29.580436	94000	95000	1000	198479	198
NODE_80_length_172528_cov_29.580436	95000	96000	1000	202388	202
NODE_80_length_172528_cov_29.580436	96000	97000	1000	211495	211
NODE_80_length_172528_cov_29.580436	97000	98000	1000	207592	208
NODE_80_length_172528_cov_29.580436	98000	99000	1000	215837	216
NODE_80_length_172528_cov_29.580436	99000	100000	1000	204176	204
NODE_80_length_172528_cov_29.580436	100000	101000	1000	226890	227
NODE_80_length_172528_cov_29.580436	101000	102000	1000	208935	209
NODE_80_length_172528_cov_29.580436	102000	103000	1000	198019	198
NODE_80_length_172528_cov_29.580436	103000	104000	1000	220276	220
NODE_80_length_172528_cov_29.580436	104000	105000	1000	211825	212
NODE_80_length_172528_cov_29.580436	105000	106000	1000	215730	216
NODE_80_length_172528_cov_29.580436	106000	107000	1000	229852	230
NODE_80_length_172528_cov_29.580436	107000	108000	1000	198214	198
NODE_80_length_172528_cov_29.580436	108000	109000	1000	191074	191
NODE_80_length_172528_cov_29.580436	109000	110000	1000	205386	205
NODE_80_length_172528_cov_29.580436	110000	111000	1000	210429	210
NODE_80_length_172528_cov_29.580436	111000	112000	1000	226642	227
NODE_80_length_172528_cov_29.580436	112000	113000	1000	219960	220
NODE_80_length_172528_cov_29.580436	113000	114000	1000	207753	208
NODE_80_length_172528_cov_29.580436	114000	115000	1000	216775	217
NODE_80_length_172528_cov_29.580436	115000	116000	1000	219112	219
NODE_80_length_172528_cov_29.580436	116000	117000	1000	215722	216
NODE_80_length_172528_cov_29.580436	117000	118000	1000	225514	226
NODE_80_length_172528_cov_29.580436	118000	119000	1000	215220	215
NODE_80_length_172528_cov_29.580436	119000	120000	1000	224712	225
NODE_80_length_172528_cov_29.580436	120000	121000	1000	212580	213
NODE_80_length_172528_cov_29.580436	121000	122000	1000	222147	222
NODE_80_length_172528_cov_29.580436	122000	123000	1000	212798	213
NODE_80_length_172528_cov_29.580436	123000	124000	1000	210785	211
NODE_80_length_172528_cov_29.580436	124000	125000	1000	224618	225
NODE_80_length_172528_cov_29.580436	125000	126000	1000	213508	214
NODE_80_length_172528_cov_29.580436	126000	127000	1000	205834	206
NODE_80_length_172528_cov_29.580436	127000	128000	1000	197878	198
NODE_80_length_172528_cov_29.580436	128000	129000	1000	198638	199
NODE_80_length_172528_cov_29.580436	129000	130000	1000	156399	156
NODE_80_length_172528_cov_29.580436	130000	131000	1000	155420	155
NODE_80_length_172528_cov_29.580436	131000	132000	1000	162115	162
NODE_80_length_172528_cov_29.580436	132000	133000	1000	204821	205
NODE_80_length_172528_cov_29.580436	133000	134000	1000	207268	207
NODE_80_length_172528_cov_29.580436	134000	135000	1000	196176	196
NODE_80_length_172528_cov_29.580436	135000	136000	1000	186903	187
NODE_80_length_172528_cov_29.580436	136000	137000	1000	310576	311
NODE_80_length_172528_cov_29.580436	137000	138000	1000	384064	384
NODE_80_length_172528_cov_29.580436	138000	139000	1000	330253	330
NODE_80_length_172528_cov_29.580436	139000	140000	1000	392556	393
NODE_80_length_172528_cov_29.580436	140000	141000	1000	219718	220
NODE_80_length_172528_cov_29.580436	141000	142000	1000	217498	217
NODE_80_length_172528_cov_29.580436	142000	143000	1000	215715	216
NODE_80_length_172528_cov_29.580436	143000	144000	1000	220495	220
NODE_80_length_172528_cov_29.580436	144000	145000	1000	225697	226
NODE_80_length_172528_cov_29.580436	145000	146000	1000	212794	213
NODE_80_length_172528_cov_29.580436	146000	147000	1000	216933	217
NODE_80_length_172528_cov_29.580436	147000	148000	1000	209140	209
NODE_80_length_172528_cov_29.580436	148000	149000	1000	196698	197
NODE_80_length_172528_cov_29.580436	149000	150000	1000	172744	173
NODE_80_length_172528_cov_29.580436	150000	151000	1000	196453	196
NODE_80_length_172528_cov_29.580436	151000	152000	1000	206406	206
NODE_80_length_172528_cov_29.580436	152000	153000	1000	199835	200
NODE_80_length_172528_cov_29.580436	153000	154000	1000	216332	216
NODE_80_length_172528_cov_29.580436	154000	155000	1000	234673	235
NODE_80_length_172528_cov_29.580436	155000	156000	1000	223340	223
NODE_80_length_172528_cov_29.580436	156000	157000	1000	220090	220
NODE_80_length_172528_cov_29.580436	157000	158000	1000	214547	215
NODE_80_length_172528_cov_29.580436	158000	159000	1000	212666	213
NODE_80_length_172528_cov_29.580436	159000	160000	1000	224205	224
NODE_80_length_172528_cov_29.580436	160000	161000	1000	202560	203
NODE_80_length_172528_cov_29.580436	161000	162000	1000	221686	222
NODE_80_length_172528_cov_29.580436	162000	163000	1000	193689	194
NODE_80_length_172528_cov_29.580436	163000	164000	1000	207416	207
NODE_80_length_172528_cov_29.580436	164000	165000	1000	198813	199
NODE_80_length_172528_cov_29.580436	165000	166000	1000	214874	215
NODE_80_length_172528_cov_29.580436	166000	167000	1000	234901	235
NODE_80_length_172528_cov_29.580436	167000	168000	1000	208410	208
NODE_80_length_172528_cov_29.580436	168000	169000	1000	231298	231
NODE_80_length_172528_cov_29.580436	169000	170000	1000	208841	209
NODE_80_length_172528_cov_29.580436	170000	171000	1000	234198	234
NODE_80_length_172528_cov_29.580436	171000	172000	1000	203098	203
NODE_80_length_172528_cov_29.580436	172000	172528	528	113390	215
NODE_8117_length_4848_cov_27.845683	0	1000	1000	205127	205
NODE_8117_length_4848_cov_27.845683	1000	2000	1000	207721	208
NODE_8117_length_4848_cov_27.845683	2000	3000	1000	219079	219
NODE_8117_length_4848_cov_27.845683	3000	4000	1000	184402	184
NODE_8117_length_4848_cov_27.845683	4000	4848	848	146307	173
NODE_817_length_32610_cov_29.777932	0	1000	1000	217535	218
NODE_817_length_32610_cov_29.777932	1000	2000	1000	200271	200
NODE_817_length_32610_cov_29.777932	2000	3000	1000	201140	201
NODE_817_length_32610_cov_29.777932	3000	4000	1000	193293	193
NODE_817_length_32610_cov_29.777932	4000	5000	1000	189178	189
NODE_817_length_32610_cov_29.777932	5000	6000	1000	209892	210
NODE_817_length_32610_cov_29.777932	6000	7000	1000	221134	221
NODE_817_length_32610_cov_29.777932	7000	8000	1000	218765	219
NODE_817_length_32610_cov_29.777932	8000	9000	1000	206525	207
NODE_817_length_32610_cov_29.777932	9000	10000	1000	207184	207
NODE_817_length_32610_cov_29.777932	10000	11000	1000	218229	218
NODE_817_length_32610_cov_29.777932	11000	12000	1000	204621	205
NODE_817_length_32610_cov_29.777932	12000	13000	1000	202575	203
NODE_817_length_32610_cov_29.777932	13000	14000	1000	218636	219
NODE_817_length_32610_cov_29.777932	14000	15000	1000	216080	216
NODE_817_length_32610_cov_29.777932	15000	16000	1000	213119	213
NODE_817_length_32610_cov_29.777932	16000	17000	1000	194015	194
NODE_817_length_32610_cov_29.777932	17000	18000	1000	228681	229
NODE_817_length_32610_cov_29.777932	18000	19000	1000	207455	207
NODE_817_length_32610_cov_29.777932	19000	20000	1000	197094	197
NODE_817_length_32610_cov_29.777932	20000	21000	1000	209060	209
NODE_817_length_32610_cov_29.777932	21000	22000	1000	199978	200
NODE_817_length_32610_cov_29.777932	22000	23000	1000	225404	225
NODE_817_length_32610_cov_29.777932	23000	24000	1000	210426	210
NODE_817_length_32610_cov_29.777932	24000	25000	1000	215245	215
NODE_817_length_32610_cov_29.777932	25000	26000	1000	212096	212
NODE_817_length_32610_cov_29.777932	26000	27000	1000	202501	203
NODE_817_length_32610_cov_29.777932	27000	28000	1000	211972	212
NODE_817_length_32610_cov_29.777932	28000	29000	1000	197297	197
NODE_817_length_32610_cov_29.777932	29000	30000	1000	226691	227
NODE_817_length_32610_cov_29.777932	30000	31000	1000	210429	210
NODE_817_length_32610_cov_29.777932	31000	32000	1000	218725	219
NODE_817_length_32610_cov_29.777932	32000	32610	610	118162	194
NODE_819_length_32582_cov_30.855687	0	1000	1000	277099	277
NODE_819_length_32582_cov_30.855687	1000	2000	1000	298587	299
NODE_819_length_32582_cov_30.855687	2000	3000	1000	208379	208
NODE_819_length_32582_cov_30.855687	3000	4000	1000	200823	201
NODE_819_length_32582_cov_30.855687	4000	5000	1000	198613	199
NODE_819_length_32582_cov_30.855687	5000	6000	1000	203162	203
NODE_819_length_32582_cov_30.855687	6000	7000	1000	212730	213
NODE_819_length_32582_cov_30.855687	7000	8000	1000	230480	230
NODE_819_length_32582_cov_30.855687	8000	9000	1000	212957	213
NODE_819_length_32582_cov_30.855687	9000	10000	1000	208981	209
NODE_819_length_32582_cov_30.855687	10000	11000	1000	199820	200
NODE_819_length_32582_cov_30.855687	11000	12000	1000	210692	211
NODE_819_length_32582_cov_30.855687	12000	13000	1000	194103	194
NODE_819_length_32582_cov_30.855687	13000	14000	1000	184012	184
NODE_819_length_32582_cov_30.855687	14000	15000	1000	198591	199
NODE_819_length_32582_cov_30.855687	15000	16000	1000	175146	175
NODE_819_length_32582_cov_30.855687	16000	17000	1000	229207	229
NODE_819_length_32582_cov_30.855687	17000	18000	1000	228865	229
NODE_819_length_32582_cov_30.855687	18000	19000	1000	209312	209
NODE_819_length_32582_cov_30.855687	19000	20000	1000	210673	211
NODE_819_length_32582_cov_30.855687	20000	21000	1000	212695	213
NODE_819_length_32582_cov_30.855687	21000	22000	1000	213750	214
NODE_819_length_32582_cov_30.855687	22000	23000	1000	208072	208
NODE_819_length_32582_cov_30.855687	23000	24000	1000	239225	239
NODE_819_length_32582_cov_30.855687	24000	25000	1000	250127	250
NODE_819_length_32582_cov_30.855687	25000	26000	1000	211440	211
NODE_819_length_32582_cov_30.855687	26000	27000	1000	229981	230
NODE_819_length_32582_cov_30.855687	27000	28000	1000	224085	224
NODE_819_length_32582_cov_30.855687	28000	29000	1000	230047	230
NODE_819_length_32582_cov_30.855687	29000	30000	1000	216826	217
NODE_819_length_32582_cov_30.855687	30000	31000	1000	224617	225
NODE_819_length_32582_cov_30.855687	31000	32000	1000	188256	188
NODE_819_length_32582_cov_30.855687	32000	32582	582	99906	172
NODE_820_length_32574_cov_30.078181	0	1000	1000	219143	219
NODE_820_length_32574_cov_30.078181	1000	2000	1000	204081	204
NODE_820_length_32574_cov_30.078181	2000	3000	1000	187793	188
NODE_820_length_32574_cov_30.078181	3000	4000	1000	215644	216
NODE_820_length_32574_cov_30.078181	4000	5000	1000	217996	218
NODE_820_length_32574_cov_30.078181	5000	6000	1000	217058	217
NODE_820_length_32574_cov_30.078181	6000	7000	1000	222722	223
NODE_820_length_32574_cov_30.078181	7000	8000	1000	199154	199
NODE_820_length_32574_cov_30.078181	8000	9000	1000	215123	215
NODE_820_length_32574_cov_30.078181	9000	10000	1000	216127	216
NODE_820_length_32574_cov_30.078181	10000	11000	1000	221257	221
NODE_820_length_32574_cov_30.078181	11000	12000	1000	209346	209
NODE_820_length_32574_cov_30.078181	12000	13000	1000	209952	210
NODE_820_length_32574_cov_30.078181	13000	14000	1000	215996	216
NODE_820_length_32574_cov_30.078181	14000	15000	1000	211787	212
NODE_820_length_32574_cov_30.078181	15000	16000	1000	206358	206
NODE_820_length_32574_cov_30.078181	16000	17000	1000	209500	210
NODE_820_length_32574_cov_30.078181	17000	18000	1000	217185	217
NODE_820_length_32574_cov_30.078181	18000	19000	1000	229397	229
NODE_820_length_32574_cov_30.078181	19000	20000	1000	212025	212
NODE_820_length_32574_cov_30.078181	20000	21000	1000	212052	212
NODE_820_length_32574_cov_30.078181	21000	22000	1000	220990	221
NODE_820_length_32574_cov_30.078181	22000	23000	1000	200599	201
NODE_820_length_32574_cov_30.078181	23000	24000	1000	219467	219
NODE_820_length_32574_cov_30.078181	24000	25000	1000	230568	231
NODE_820_length_32574_cov_30.078181	25000	26000	1000	219485	219
NODE_820_length_32574_cov_30.078181	26000	27000	1000	213059	213
NODE_820_length_32574_cov_30.078181	27000	28000	1000	208337	208
NODE_820_length_32574_cov_30.078181	28000	29000	1000	524286	524
NODE_820_length_32574_cov_30.078181	29000	30000	1000	216040	216
NODE_820_length_32574_cov_30.078181	30000	31000	1000	225417	225
NODE_820_length_32574_cov_30.078181	31000	32000	1000	203078	203
NODE_820_length_32574_cov_30.078181	32000	32574	574	104253	182
NODE_8295_length_4743_cov_43.221934	0	1000	1000	298185	298
NODE_8295_length_4743_cov_43.221934	1000	2000	1000	302396	302
NODE_8295_length_4743_cov_43.221934	2000	3000	1000	311408	311
NODE_8295_length_4743_cov_43.221934	3000	4000	1000	289151	289
NODE_8295_length_4743_cov_43.221934	4000	4743	743	239425	322
NODE_82_length_170796_cov_30.492914	0	1000	1000	694648	695
NODE_82_length_170796_cov_30.492914	1000	2000	1000	276054	276
NODE_82_length_170796_cov_30.492914	2000	3000	1000	282232	282
NODE_82_length_170796_cov_30.492914	3000	4000	1000	211235	211
NODE_82_length_170796_cov_30.492914	4000	5000	1000	211543	212
NODE_82_length_170796_cov_30.492914	5000	6000	1000	210553	211
NODE_82_length_170796_cov_30.492914	6000	7000	1000	205252	205
NODE_82_length_170796_cov_30.492914	7000	8000	1000	219180	219
NODE_82_length_170796_cov_30.492914	8000	9000	1000	217818	218
NODE_82_length_170796_cov_30.492914	9000	10000	1000	223469	223
NODE_82_length_170796_cov_30.492914	10000	11000	1000	228672	229
NODE_82_length_170796_cov_30.492914	11000	12000	1000	219714	220
NODE_82_length_170796_cov_30.492914	12000	13000	1000	220956	221
NODE_82_length_170796_cov_30.492914	13000	14000	1000	217376	217
NODE_82_length_170796_cov_30.492914	14000	15000	1000	209395	209
NODE_82_length_170796_cov_30.492914	15000	16000	1000	223897	224
NODE_82_length_170796_cov_30.492914	16000	17000	1000	208248	208
NODE_82_length_170796_cov_30.492914	17000	18000	1000	226580	227
NODE_82_length_170796_cov_30.492914	18000	19000	1000	231286	231
NODE_82_length_170796_cov_30.492914	19000	20000	1000	202832	203
NODE_82_length_170796_cov_30.492914	20000	21000	1000	202630	203
NODE_82_length_170796_cov_30.492914	21000	22000	1000	206132	206
NODE_82_length_170796_cov_30.492914	22000	23000	1000	192679	193
NODE_82_length_170796_cov_30.492914	23000	24000	1000	205356	205
NODE_82_length_170796_cov_30.492914	24000	25000	1000	222784	223
NODE_82_length_170796_cov_30.492914	25000	26000	1000	397575	398
NODE_82_length_170796_cov_30.492914	26000	27000	1000	219540	220
NODE_82_length_170796_cov_30.492914	27000	28000	1000	224143	224
NODE_82_length_170796_cov_30.492914	28000	29000	1000	217228	217
NODE_82_length_170796_cov_30.492914	29000	30000	1000	219166	219
NODE_82_length_170796_cov_30.492914	30000	31000	1000	216085	216
NODE_82_length_170796_cov_30.492914	31000	32000	1000	214494	214
NODE_82_length_170796_cov_30.492914	32000	33000	1000	215782	216
NODE_82_length_170796_cov_30.492914	33000	34000	1000	238023	238
NODE_82_length_170796_cov_30.492914	34000	35000	1000	211374	211
NODE_82_length_170796_cov_30.492914	35000	36000	1000	204548	205
NODE_82_length_170796_cov_30.492914	36000	37000	1000	190016	190
NODE_82_length_170796_cov_30.492914	37000	38000	1000	207461	207
NODE_82_length_170796_cov_30.492914	38000	39000	1000	214325	214
NODE_82_length_170796_cov_30.492914	39000	40000	1000	218143	218
NODE_82_length_170796_cov_30.492914	40000	41000	1000	212955	213
NODE_82_length_170796_cov_30.492914	41000	42000	1000	225980	226
NODE_82_length_170796_cov_30.492914	42000	43000	1000	227862	228
NODE_82_length_170796_cov_30.492914	43000	44000	1000	238856	239
NODE_82_length_170796_cov_30.492914	44000	45000	1000	216919	217
NODE_82_length_170796_cov_30.492914	45000	46000	1000	223102	223
NODE_82_length_170796_cov_30.492914	46000	47000	1000	233047	233
NODE_82_length_170796_cov_30.492914	47000	48000	1000	209481	209
NODE_82_length_170796_cov_30.492914	48000	49000	1000	215670	216
NODE_82_length_170796_cov_30.492914	49000	50000	1000	204443	204
NODE_82_length_170796_cov_30.492914	50000	51000	1000	217299	217
NODE_82_length_170796_cov_30.492914	51000	52000	1000	208637	209
NODE_82_length_170796_cov_30.492914	52000	53000	1000	210956	211
NODE_82_length_170796_cov_30.492914	53000	54000	1000	220368	220
NODE_82_length_170796_cov_30.492914	54000	55000	1000	210688	211
NODE_82_length_170796_cov_30.492914	55000	56000	1000	219363	219
NODE_82_length_170796_cov_30.492914	56000	57000	1000	212098	212
NODE_82_length_170796_cov_30.492914	57000	58000	1000	197430	197
NODE_82_length_170796_cov_30.492914	58000	59000	1000	193861	194
NODE_82_length_170796_cov_30.492914	59000	60000	1000	168028	168
NODE_82_length_170796_cov_30.492914	60000	61000	1000	244157	244
NODE_82_length_170796_cov_30.492914	61000	62000	1000	220519	221
NODE_82_length_170796_cov_30.492914	62000	63000	1000	208628	209
NODE_82_length_170796_cov_30.492914	63000	64000	1000	213691	214
NODE_82_length_170796_cov_30.492914	64000	65000	1000	207548	208
NODE_82_length_170796_cov_30.492914	65000	66000	1000	220586	221
NODE_82_length_170796_cov_30.492914	66000	67000	1000	223090	223
NODE_82_length_170796_cov_30.492914	67000	68000	1000	241363	241
NODE_82_length_170796_cov_30.492914	68000	69000	1000	205369	205
NODE_82_length_170796_cov_30.492914	69000	70000	1000	227646	228
NODE_82_length_170796_cov_30.492914	70000	71000	1000	210557	211
NODE_82_length_170796_cov_30.492914	71000	72000	1000	195614	196
NODE_82_length_170796_cov_30.492914	72000	73000	1000	222844	223
NODE_82_length_170796_cov_30.492914	73000	74000	1000	208917	209
NODE_82_length_170796_cov_30.492914	74000	75000	1000	208859	209
NODE_82_length_170796_cov_30.492914	75000	76000	1000	207818	208
NODE_82_length_170796_cov_30.492914	76000	77000	1000	216760	217
NODE_82_length_170796_cov_30.492914	77000	78000	1000	219699	220
NODE_82_length_170796_cov_30.492914	78000	79000	1000	224919	225
NODE_82_length_170796_cov_30.492914	79000	80000	1000	223567	224
NODE_82_length_170796_cov_30.492914	80000	81000	1000	211626	212
NODE_82_length_170796_cov_30.492914	81000	82000	1000	222937	223
NODE_82_length_170796_cov_30.492914	82000	83000	1000	184959	185
NODE_82_length_170796_cov_30.492914	83000	84000	1000	196136	196
NODE_82_length_170796_cov_30.492914	84000	85000	1000	207103	207
NODE_82_length_170796_cov_30.492914	85000	86000	1000	201278	201
NODE_82_length_170796_cov_30.492914	86000	87000	1000	206218	206
NODE_82_length_170796_cov_30.492914	87000	88000	1000	225589	226
NODE_82_length_170796_cov_30.492914	88000	89000	1000	208250	208
NODE_82_length_170796_cov_30.492914	89000	90000	1000	215247	215
NODE_82_length_170796_cov_30.492914	90000	91000	1000	194803	195
NODE_82_length_170796_cov_30.492914	91000	92000	1000	217696	218
NODE_82_length_170796_cov_30.492914	92000	93000	1000	207034	207
NODE_82_length_170796_cov_30.492914	93000	94000	1000	204732	205
NODE_82_length_170796_cov_30.492914	94000	95000	1000	211942	212
NODE_82_length_170796_cov_30.492914	95000	96000	1000	218952	219
NODE_82_length_170796_cov_30.492914	96000	97000	1000	195149	195
NODE_82_length_170796_cov_30.492914	97000	98000	1000	196641	197
NODE_82_length_170796_cov_30.492914	98000	99000	1000	225162	225
NODE_82_length_170796_cov_30.492914	99000	100000	1000	332209	332
NODE_82_length_170796_cov_30.492914	100000	101000	1000	207321	207
NODE_82_length_170796_cov_30.492914	101000	102000	1000	245721	246
NODE_82_length_170796_cov_30.492914	102000	103000	1000	208428	208
NODE_82_length_170796_cov_30.492914	103000	104000	1000	215935	216
NODE_82_length_170796_cov_30.492914	104000	105000	1000	206867	207
NODE_82_length_170796_cov_30.492914	105000	106000	1000	206809	207
NODE_82_length_170796_cov_30.492914	106000	107000	1000	208476	208
NODE_82_length_170796_cov_30.492914	107000	108000	1000	217553	218
NODE_82_length_170796_cov_30.492914	108000	109000	1000	222174	222
NODE_82_length_170796_cov_30.492914	109000	110000	1000	209195	209
NODE_82_length_170796_cov_30.492914	110000	111000	1000	222498	222
NODE_82_length_170796_cov_30.492914	111000	112000	1000	212156	212
NODE_82_length_170796_cov_30.492914	112000	113000	1000	206867	207
NODE_82_length_170796_cov_30.492914	113000	114000	1000	211162	211
NODE_82_length_170796_cov_30.492914	114000	115000	1000	221243	221
NODE_82_length_170796_cov_30.492914	115000	116000	1000	223864	224
NODE_82_length_170796_cov_30.492914	116000	117000	1000	221893	222
NODE_82_length_170796_cov_30.492914	117000	118000	1000	216599	217
NODE_82_length_170796_cov_30.492914	118000	119000	1000	204423	204
NODE_82_length_170796_cov_30.492914	119000	120000	1000	204393	204
NODE_82_length_170796_cov_30.492914	120000	121000	1000	206122	206
NODE_82_length_170796_cov_30.492914	121000	122000	1000	212621	213
NODE_82_length_170796_cov_30.492914	122000	123000	1000	216801	217
NODE_82_length_170796_cov_30.492914	123000	124000	1000	210739	211
NODE_82_length_170796_cov_30.492914	124000	125000	1000	207708	208
NODE_82_length_170796_cov_30.492914	125000	126000	1000	219614	220
NODE_82_length_170796_cov_30.492914	126000	127000	1000	206666	207
NODE_82_length_170796_cov_30.492914	127000	128000	1000	214820	215
NODE_82_length_170796_cov_30.492914	128000	129000	1000	221426	221
NODE_82_length_170796_cov_30.492914	129000	130000	1000	207260	207
NODE_82_length_170796_cov_30.492914	130000	131000	1000	219597	220
NODE_82_length_170796_cov_30.492914	131000	132000	1000	213332	213
NODE_82_length_170796_cov_30.492914	132000	133000	1000	264857	265
NODE_82_length_170796_cov_30.492914	133000	134000	1000	225838	226
NODE_82_length_170796_cov_30.492914	134000	135000	1000	230719	231
NODE_82_length_170796_cov_30.492914	135000	136000	1000	204763	205
NODE_82_length_170796_cov_30.492914	136000	137000	1000	207251	207
NODE_82_length_170796_cov_30.492914	137000	138000	1000	208979	209
NODE_82_length_170796_cov_30.492914	138000	139000	1000	216423	216
NODE_82_length_170796_cov_30.492914	139000	140000	1000	281443	281
NODE_82_length_170796_cov_30.492914	140000	141000	1000	217588	218
NODE_82_length_170796_cov_30.492914	141000	142000	1000	216896	217
NODE_82_length_170796_cov_30.492914	142000	143000	1000	195984	196
NODE_82_length_170796_cov_30.492914	143000	144000	1000	204187	204
NODE_82_length_170796_cov_30.492914	144000	145000	1000	225862	226
NODE_82_length_170796_cov_30.492914	145000	146000	1000	262821	263
NODE_82_length_170796_cov_30.492914	146000	147000	1000	222258	222
NODE_82_length_170796_cov_30.492914	147000	148000	1000	202022	202
NODE_82_length_170796_cov_30.492914	148000	149000	1000	194860	195
NODE_82_length_170796_cov_30.492914	149000	150000	1000	191993	192
NODE_82_length_170796_cov_30.492914	150000	151000	1000	208025	208
NODE_82_length_170796_cov_30.492914	151000	152000	1000	242553	243
NODE_82_length_170796_cov_30.492914	152000	153000	1000	190038	190
NODE_82_length_170796_cov_30.492914	153000	154000	1000	213601	214
NODE_82_length_170796_cov_30.492914	154000	155000	1000	197559	198
NODE_82_length_170796_cov_30.492914	155000	156000	1000	225857	226
NODE_82_length_170796_cov_30.492914	156000	157000	1000	216171	216
NODE_82_length_170796_cov_30.492914	157000	158000	1000	209608	210
NODE_82_length_170796_cov_30.492914	158000	159000	1000	215062	215
NODE_82_length_170796_cov_30.492914	159000	160000	1000	193341	193
NODE_82_length_170796_cov_30.492914	160000	161000	1000	231619	232
NODE_82_length_170796_cov_30.492914	161000	162000	1000	225396	225
NODE_82_length_170796_cov_30.492914	162000	163000	1000	201223	201
NODE_82_length_170796_cov_30.492914	163000	164000	1000	220194	220
NODE_82_length_170796_cov_30.492914	164000	165000	1000	209387	209
NODE_82_length_170796_cov_30.492914	165000	166000	1000	189298	189
NODE_82_length_170796_cov_30.492914	166000	167000	1000	193573	194
NODE_82_length_170796_cov_30.492914	167000	168000	1000	214129	214
NODE_82_length_170796_cov_30.492914	168000	169000	1000	197249	197
NODE_82_length_170796_cov_30.492914	169000	170000	1000	209463	209
NODE_82_length_170796_cov_30.492914	170000	170796	796	165611	208
NODE_8304_length_4741_cov_59.033693	0	1000	1000	413902	414
NODE_8304_length_4741_cov_59.033693	1000	2000	1000	415044	415
