Contig Num_Genes Num_Blastp_hits 1st_Frq_hit 2nd_Frq_hit 1st_Frq_count 2nd_Frq_count 1st_Frq_% 2nd_Frq_%
NODE_928_length_29604_cov_38.703964 8 8 Sphaerulina Exophiala 2 2 .25000000000000000000 .25000000000000000000
NODE_929_length_29569_cov_30.714101 12 12 Phialocephala Marssonina 5 3 .41666666666666666666 .25000000000000000000
NODE_92_length_154869_cov_42.280173 30 30 Phialocephala Marssonina 17 8 .56666666666666666666 .26666666666666666666
NODE_933_length_29510_cov_30.757679 7 7 Phialocephala Glarea 5 1 .71428571428571428571 .14285714285714285714
NODE_937_length_29427_cov_30.801644 14 13 Phialocephala Sclerotinia 5 3 .35714285714285714285 .21428571428571428571
NODE_93_length_153792_cov_30.347200 33 32 Phialocephala Marssonina 18 7 .54545454545454545454 .21212121212121212121
NODE_9412_length_4254_cov_31.244267 1 1 Colletotrichum Colletotrichum 1 1 1.00000000000000000000 1.00000000000000000000
NODE_947_length_29086_cov_29.873305 6 6 Phialocephala Sclerotinia 4 1 .66666666666666666666 .16666666666666666666
NODE_94_length_152990_cov_29.908189 36 36 Phialocephala Marssonina 22 12 .61111111111111111111 .33333333333333333333
NODE_953_length_28823_cov_45.718585 4 4 Rasamsonia Coniosporium 1 1 .25000000000000000000 .25000000000000000000
NODE_958_length_28690_cov_30.106792 2 2 Phialocephala Marssonina 1 1 .50000000000000000000 .50000000000000000000
NODE_95_length_152467_cov_29.873172 35 34 Phialocephala Marssonina 20 7 .57142857142857142857 .20000000000000000000
NODE_96_length_151988_cov_33.102010 35 34 Coniosporium Aureobasidium 3 3 .08571428571428571428 .08571428571428571428
NODE_97_length_151372_cov_37.842940 35 35 Glarea Xylona 4 2 .11428571428571428571 .05714285714285714285
NODE_9835_length_4081_cov_92.751134 1 1 Neurospora Neurospora 1 1 1.00000000000000000000 1.00000000000000000000
NODE_98_length_150575_cov_31.027940 19 18 Phialocephala Glarea 9 3 .47368421052631578947 .15789473684210526315
NODE_991_length_27902_cov_31.092908 3 3 Sphaerulina Sclerotinia 1 1 .33333333333333333333 .33333333333333333333
NODE_993_length_27891_cov_35.412311 5 4 Phialocephala Talaromyces 3 1 .60000000000000000000 .20000000000000000000
NODE_995_length_27823_cov_30.776956 7 7 Phialocephala Glarea 3 3 .42857142857142857142 .42857142857142857142
NODE_99_length_149775_cov_35.508065 16 16 Zymoseptoria Xylona 1 1 .06250000000000000000 .06250000000000000000
NODE_9_length_635506_cov_33.547335 145 142 Coniosporium Xylona 14 13 .09655172413793103448 .08965517241379310344
